No,Nama Perusahaan,Kode Saham,Kode Subindustri,Sektor,Subsektor,Industri,Subindustri,Index,PER,PBV,ROE %,ROA %,DER,Mkt Cap,Total Rev,4-wk %Pr. Chg.,13-wk %Pr. Chg.,26-wk %Pr. Chg.,52-wk %Pr. Chg.,NPM %,MTD,YTD
524,Lippo Cikarang Tbk,LPCK,H111,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,"COMPOSITE, DBX, IDXPROPERT, IDXSMC-COM, ISSI",11.80,0.45,3.83,2.17,0.77,3029464558280,3444180000000,-4.24,-8.87,17.71,-0.88,7.45,-5.04,6.60
525,Lippo General Insurance Tbk,LPGI,G412,Financials,Insurance,Insurance,General Insurance,"COMPOSITE, DBX, IDXFINANCE, IDXSMC-COM",19.41,2.42,12.46,4.20,1.97,2415000000000,2785419924028,-5.92,59.60,53.43,99.72,4.47,-2.05,122.05
526,Multi Prima Sejahtera Tbk,LPIN,E111,Consumer Cyclicals,Automobiles & Components,Auto Components,Auto Parts & Equipment,"COMPOSITE, DBX, IDXCYCLIC, ISSI",6.30,0.55,8.80,8.21,0.07,192100000000,125891440801,-4.35,5.77,14.58,11.11,24.23,-2.22,11.11
527,Lippo Karawaci Tbk,LPKR,H111,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,"COMPOSITE, IDXPROPERT, IDXSMC-COM, ISSI, MBX",16.30,0.21,1.28,0.80,0.59,6451719671579,6508652000000,-4.49,-18.27,-2.30,-21.30,6.08,-6.59,-18.27
528,Star Pacific Tbk,LPLI,H111,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,"COMPOSITE, DBX, IDXPROPERT",1.57,0.16,10.25,10.23,0.00,526694761350,13240000000,-7.79,42.41,74.42,70.45,2527.63,1.35,77.17
529,Matahari Department Store Tbk,LPPF,E731,Consumer Cyclicals,Retailing,Department Stores,Department Stores,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, ISSI, MBX",4.72,20.94,443.90,17.91,23.79,3805200586800,4425816000000,-4.12,0.31,-7.12,13.19,18.22,-3.26,15.19
530,PT Lenox Pasifik Investama Tbk,LPPS,G512,Financials,Holding & Investment Companies,Holding & Investment Companies,Investment Companies,"COMPOSITE, DBX, IDXFINANCE",2.63,0.35,13.34,13.34,0.00,349413750000,189000000,-21.23,40.24,101.75,101.75,70353.95,-2.54,109.09
531,PT Eka Sari Lorena Transport Tbk.,LRNA,K132,Transportation & Logistic,Transportation,Passenger Land Transportation,Road Transportation,"COMPOSITE, DBX, IDXTRANS, ISSI",-4.12,0.23,-5.69,-4.91,0.16,62650003938,47418711992,27.37,24.59,61.70,21.93,-32.06,31.03,34.91
532,PP London Sumatra Indonesia Tbk,LSIP,D232,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,"COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDX80, IDXG30, IDXNONCYC, IDXQ30, IDXSMC-COM, IDXSMC-LIQ, IDXV30, IDXVESTA28, ISSI, JII70, KOMPAS100, MBX",4.85,0.70,14.38,12.99,0.11,9309250812225,3956904000000,-19.78,-16.79,-14.89,0.45,48.55,-15.53,14.36
533,Lautan Luas Tbk,LTLS,B111,Basic Materials,Basic Materials,Chemicals,Basic Chemicals,"COMPOSITE, IDXBASIC, IDXSMC-COM, ISSI, MBX",8.52,0.41,4.84,2.38,1.03,1341600000000,6424857000000,-1.72,2.40,-6.04,-15.35,2.45,1.18,-15.76
534,Sentral Mitra Informatika Tbk,LUCK,I221,Technology,Technology Hardware & Equipment,Computer Hardware,Computer Hardware,"COMPOSITE, DBX, IDXTECHNO, ISSI",-11.72,0.64,-5.49,-4.59,0.20,82311208600,65267586511,10.81,16.04,70.83,86.36,-10.76,6.03,80.88
535,Lima Dua Lima Tiga Tbk,LUCY,E515,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Restaurants,ABX,-16.73,4.52,-27.01,-13.55,0.99,268114979061,41564729666,118.87,149.46,125.24,84.13,-38.56,19.59,77.10
536,Marga Abhinaya Abadi Tbk,MABA,E512,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines","COMPOSITE, IDXCYCLIC",,2.71,-92.12,-11.76,6.84,768261495600,45448687912,0.00,0.00,0.00,0.00,-575.59,0.00,0.00
537,Multi Agro Gemilang Plantation Tbk,MAGP,D232,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,"COMPOSITE, IDXNONCYC",,5.93,-83.67,-7.56,10.07,450000000200,32269704270,0.00,0.00,0.00,0.00,-196.85,0.00,0.00
538,PT Mandiri Herindo Adiperkasa Tbk,MAHA,A122,Energy,"Oil, Gas & Coal",Coal,Coal Distribution,"COMPOSITE, IDXENERGY, IDXSMC-COM, ISSI, MBX",-16.83,1.35,-8.01,-5.19,0.55,2349906000000,2024509404000,22.92,9.26,8.59,-0.56,-6.90,23.78,4.12
539,Malindo Feedmill Tbk,MAIN,D231,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,"Fish, Meat, & Poultry","COMPOSITE, IDXNONCYC, IDXSMC-COM, ISSI, MBX",6.22,0.63,10.12,5.03,1.01,1645481250000,9245123230000,-10.24,5.67,8.76,-10.24,2.86,-4.49,-3.25
540,PT Manggung Polahraya Tbk,MANG,J211,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,ABX,-40.16,1.79,-4.46,-3.56,0.25,255438481215,32861101338,21.15,23.53,85.29,-53.68,-19.36,-5.97,-35.05
541,Map Aktif Adiperkasa Tbk,MAPA,E741,Consumer Cyclicals,Retailing,Specialty Retail,Apparel & Textile Retail,"COMPOSITE, ECONOMIC30, IDX80, IDXCYCLIC, IDXESGL, IDXG30, IDXLQ45LCL, IDXSHAGROW, IDXSMC-COM, IDXSMC-LIQ, ISSI, JII70, KOMPAS100, MBX",15.11,2.59,17.11,10.71,0.60,21378000000000,13945286000000,-4.00,22.03,5.11,-30.43,10.14,-1.37,-31.75
542,MAP Boga Adiperkasa Tbk,MAPB,E515,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Restaurants,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM, ISSI",-22.15,2.71,-12.22,-6.28,0.94,3892314327000,2354383000000,-7.88,-11.11,8.57,10.14,-7.46,-6.75,26.67
543,Mitra Adiperkasa Tbk,MAPI,E741,Consumer Cyclicals,Retailing,Specialty Retail,Apparel & Textile Retail,"BISNIS-27, COMPOSITE, ECONOMIC30, ESGSKEHATI, IDX80, IDXCYCLIC, IDXESGL, IDXLQ45LCL, IDXSMC-COM, IDXSMC-LIQ, ISSI, JII, JII70, KOMPAS100, LQ45, MBX, MNC36",11.08,1.26,11.37,5.97,0.90,20418000000000,30037517000000,-12.08,-0.85,-7.91,-19.93,6.13,-4.51,-14.34
544,Mahaka Radio Integra Tbk,MARI,E612,Consumer Cyclicals,Media & Entertainment,Media,Broadcasting,"COMPOSITE, IDXCYCLIC",-9.86,-2.18,,-4.92,-5.48,168084608000,0,-3.23,-14.29,-40.00,-40.00,,-6.25,-40.00
545,PT Mark Dynamics Indonesia Tbk.,MARK,C143,Industrials,Industrial Goods,Machinery,Industrial Machinery & Components,"COMPOSITE, IDXINDUST, IDXSHAGROW, IDXSMC-COM, ISSI, JII70, MBX",11.91,3.67,30.82,27.49,0.12,3211000261950,594677895988,7.97,16.41,1.36,-30.05,45.32,-13.37,-31.02
546,Bank Multiarta Sentosa Tbk,MASB,G111,Financials,Banks,Banks,Banks,"COMPOSITE, DBX, IDXFINANCE, IDXSMC-COM",20.79,1.07,5.20,0.63,7.23,4371372283950,1446311272881,-3.50,-7.90,-7.06,-13.92,14.68,-2.26,-16.53
547,PT Maxindo Karya Anugerah Tbk,MAXI,D222,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,"COMPOSITE, DBX, IDXNONCYC, ISSI",-289.39,3.39,-1.16,-0.59,0.97,499725199012,102297121213,-5.36,-7.02,6.00,0.00,-1.69,0.00,-1.85
548,PT Bank Mayapada Internasional Tbk,MAYA,G111,Financials,Banks,Banks,Banks,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",371.64,0.38,0.10,0.01,8.08,6476544788000,9532638000000,-10.77,-3.33,22.75,-1.69,0.18,-4.13,7.41
549,Mitrabara Adiperdana Tbk,MBAP,A121,Energy,"Oil, Gas & Coal",Coal,Coal Production,"COMPOSITE, DBX, IDXENERGY, IDXSMC-COM, ISSI",27.28,0.65,2.36,1.82,0.30,1963635123200,1956754586280,-1.86,-0.94,-8.38,-44.77,3.68,-0.31,-41.08
550,PT Merdeka Battery Materials Tbk,MBMA,B146,Basic Materials,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,"COMPOSITE, ECONOMIC30, I-GRADE, IDX30, IDX80, IDXBASIC, ISSI, JII, JII70, KOMPAS100, LQ45, MBX",456.70,1.56,0.34,0.23,0.50,58857503845500,10188253901631,-18.94,26.18,16.30,2.88,1.26,-2.73,16.81
551,Mitrabahtera Segara Sejati Tbk,MBSS,A122,Energy,"Oil, Gas & Coal",Coal,Coal Distribution,"COMPOSITE, IDXENERGY, IDXSMC-COM, MBX",6.26,0.66,10.52,9.54,0.10,2537538626550,663195368570,28.67,19.27,22.53,66.20,61.13,23.37,75.12
552,Martina Berto Tbk,MBTO,D421,Consumer Non-Cyclicals,Nondurable Household Products,Personal Care Products,Personal Care Products,"COMPOSITE, DBX, IDXNONCYC, ISSI",-7.51,0.52,-6.91,-3.69,0.87,180830000000,294323687599,-4.26,55.17,85.57,100.00,-8.18,10.43,102.25
553,M Cash Integrasi Tbk,MCAS,I111,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services,"COMPOSITE, IDXTECHNO, ISSI, MBX",-18.78,0.58,-3.08,-1.77,0.74,633591309000,3590443162068,-20.00,-34.36,-55.40,-46.22,-0.94,-2.29,-44.83
554,Prima Andalan Mandiri Tbk,MCOL,A121,Energy,"Oil, Gas & Coal",Coal,Coal Production,"COMPOSITE, IDXENERGY, IDXSMC-COM, ISSI, MBX",14.31,1.36,9.48,7.52,0.26,13048905200000,8128768959948,-1.04,3.83,-18.10,-27.62,11.22,3.26,-24.75
555,PT Bank China Construction Bank Indonesia Tbk,MCOR,G111,Financials,Banks,Banks,Banks,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",9.56,0.41,4.31,0.89,3.84,2890621057093,1688752000000,1.37,0.00,7.25,-5.13,18.08,1.37,0.00
556,Intermedia Capital Tbk,MDIA,E612,Consumer Cyclicals,Media & Entertainment,Media,Broadcasting,"COMPOSITE, IDXCYCLIC",-1.15,1.24,-107.56,-24.32,3.42,1215681690400,465300270000,74.29,56.41,154.17,510.00,-226.54,79.41,510.00
557,PT Daya Intiguna Yasa Tbk,MDIY,E743,Consumer Cyclicals,Retailing,Specialty Retail,Home Improvement Retail,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, ISSI, MBX",24.73,6.88,27.84,15.48,0.80,26701815520000,5772123000000,-1.88,0.97,-33.65,,18.71,-0.95,-39.60
558,Merdeka Copper Gold Tbk.,MDKA,B143,Basic Materials,Basic Materials,Metals & Minerals,Gold,"COMPOSITE, ECONOMIC30, ESGQKEHATI, ESGSKEHATI, I-GRADE, IDX30, IDX80, IDXBASIC, ISSI, JII, JII70, KOMPAS100, LQ45, MBX, MNC36",-58.57,1.20,-2.05,-1.11,0.84,55798402997880,13870976843107,-10.57,-12.00,0.46,13.11,-6.87,-4.76,37.93
559,Emdeki Utama Tbk,MDKI,B111,Basic Materials,Basic Materials,Chemicals,Basic Chemicals,"COMPOSITE, DBX, IDXBASIC, ISSI",15.79,0.53,3.31,3.08,0.07,511090300404,229776000000,6.93,35.00,37.58,22.73,14.08,6.93,26.32
560,PT Medela Potentia Tbk,MDLA,F211,Healthcare,Pharmaceuticals & Health Care Research,Pharmaceuticals,Pharmaceuticals,"COMPOSITE, IDXHEALTH, ISSI, MBX",9.28,1.18,12.69,5.86,1.17,3531231900000,11091369000000,21.67,23.73,37.74,,3.43,14.96,
561,Modernland Realty Tbk,MDLN,H111,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,"COMPOSITE, DBX, IDXPROPERT",-9.28,0.19,-2.03,-0.60,2.40,739450971998,703427229725,1.67,-11.59,22.00,19.61,-11.33,-4.69,17.31
562,Modern Internasional Tbk,MDRN,C223,Industrials,Industrial Services,Commercial Services,Office Supplies,"COMPOSITE, IDXINDUST",7.84,-1.01,,19.32,-1.67,282390208526,28338542538,2.44,27.27,500.00,600.00,127.03,5.00,600.00
563,Medco Energi Internasional Tbk,MEDC,A111,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Production & Refinery,"BISNIS-27, COMPOSITE, ESGSKEHATI, I-GRADE, IDX30, IDX80, IDXENERGY, IDXG30, IDXLQ45LCL, IDXSHAGROW, IDXSMC-COM, IDXSMC-LIQ, IDXV30, IDXVESTA28, ISSI, JII, JII70, KOMPAS100, LQ45, MBX, SMinfra18",10.32,0.84,8.11,2.30,2.53,33305506408900,29328139748856,-4.28,0.82,-3.91,9.82,11.01,-7.87,9.82
564,PT Hetzer Medical Indonesia Tbk,MEDS,F112,Healthcare,Healthcare Equipment & Providers,Healthcare Equipment & Supplies,Healthcare Supplies & Distributions,"COMPOSITE, DBX, IDXHEALTH, ISSI",-16.62,2.86,-17.18,-13.96,0.23,145312500000,4951402861,35.48,25.37,68.00,68.00,-176.55,-7.69,68.00
565,Bank Mega Tbk,MEGA,G111,Financials,Banks,Banks,Banks,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",13.97,1.66,11.98,2.06,4.82,39171245229850,8897691000000,1.22,1.52,-2.63,-27.29,31.84,-0.89,-19.76
566,PT Harta Djaya Karya Tbk,MEJA,E211,Consumer Cyclicals,Household Goods,Household Goods,Home Furnishings,ABX,164.45,2.16,1.31,1.04,0.26,182721613760,31072926112,-34.62,-3.41,16.44,-72.40,3.58,-2.30,-72.40
567,PT Menn Teknologi Indonesia Tbk.,MENN,I231,Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,ABX,-20.23,1.94,-9.58,-9.57,0.00,76004756318,728123652,0.00,-17.19,10.42,10.42,-515.94,0.00,1.92
568,PT Merry Riana Edukasi Tbk,MERI,E521,Consumer Cyclicals,Consumer Services,Education & Support Services,Education Services,"COMPOSITE, DBX, IDXCYCLIC, ISSI",22.32,4.77,21.38,16.87,0.27,209096765000,28894879175,-11.43,-16.96,,,32.42,-7.00,
569,Merck Tbk,MERK,F211,Healthcare,Pharmaceuticals & Health Care Research,Pharmaceuticals,Pharmaceuticals,"COMPOSITE, DBX, IDXHEALTH, IDXSMC-COM, ISSI",7.96,1.70,21.42,18.07,0.19,1420160000000,814110064000,1.95,11.74,-13.02,-12.04,21.93,-1.26,-12.29
570,Nusantara Infrastructure Tbk,META,J112,Infrastructures,Transportation Infrastructure,Transport Infrastructure Operator,Highways & Railtracks,"COMPOSITE, IDXINFRA, IDXSMC-COM, ISSI",14.33,1.03,7.14,6.34,0.13,4215148550172,216008503268,0.00,0.00,0.00,0.00,136.19,0.00,0.00
571,Multifiling Mitra Indonesia Tbk,MFMI,C224,Industrials,Industrial Services,Commercial Services,Business Support Services,"COMPOSITE, IDXINDUST, ISSI",62.25,8.57,13.77,3.53,2.90,984855300000,129806916115,0.00,0.00,0.00,14.04,12.19,0.00,15.56
572,Panca Anugrah Wisesa Tbk,MGLV,E211,Consumer Cyclicals,Household Goods,Household Goods,Home Furnishings,ABX,-2385.72,15.37,-0.64,-0.46,0.39,2247762424980,102745973695,91.02,25.59,593.48,1527.55,-0.92,32.92,1776.47
573,PT Magna Investama Mandiri Tbk,MGNA,G512,Financials,Holding & Investment Companies,Holding & Investment Companies,Investment Companies,"COMPOSITE, DBX, IDXCYCLIC",59.47,9.35,15.73,4.96,2.17,368335204956,37975426541,44.34,247.73,427.59,750.00,16.31,41.67,800.00
574,PT Mahkota Group Tbk.,MGRO,D232,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM",143.79,6.45,4.48,0.68,5.59,2736923189000,4930397187109,2.63,4.70,10.64,12.23,0.39,0.65,13.04
575,PT Multi Hanna Kreasindo Tbk,MHKI,C222,Industrials,Industrial Services,Commercial Services,Environmental & Facilities Services,"COMPOSITE, DBX, IDXINDUST, ISSI",22.02,1.72,7.82,7.47,0.05,810000000000,148805943100,-23.41,19.88,39.86,82.08,24.72,-7.21,103.16
576,Multi Indocitra Tbk,MICE,E213,Consumer Cyclicals,Household Goods,Household Goods,Housewares & Specialties,"COMPOSITE, DBX, IDXCYCLIC, ISSI",7.72,0.38,4.95,3.21,0.54,369000000000,884967957112,-4.92,18.37,20.33,13.73,5.40,-5.69,17.41
577,Midi Utama Indonesia Tbk,MIDI,D113,Consumer Non-Cyclicals,Food & Staples Retailing,Food & Staples Retailing,Supermarkets & Convenience Store,"COMPOSITE, IDXNONCYC, IDXSMC-COM, ISSI, MBX",18.86,2.91,15.42,7.91,0.95,12638541434400,15274965000000,-7.43,-17.26,-16.89,-10.10,4.39,-1.06,-11.37
578,PT Mitra Keluarga Karyasehat Tbk.,MIKA,F121,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers,"BISNIS-27, COMPOSITE, IDX80, IDXESGL, IDXHEALTH, IDXQ30, IDXSMC-COM, IDXSMC-LIQ, IDXVESTA28, ISSI, JII70, KOMPAS100, MBX, MNC36",26.73,4.41,16.49,14.45,0.14,34490554120000,3980506006559,-5.41,6.52,-2.00,-2.00,32.42,-2.39,-4.30
579,Sanurhasta Mitra Tbk,MINA,E512,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines","COMPOSITE, DBX, IDXCYCLIC, ISSI",-515.91,14.47,-2.80,-2.67,0.05,3642187500000,7484017440,168.13,205.00,419.15,597.14,-94.33,18.45,727.12
580,PT Sinar Terang Mandiri Tbk,MINE,B146,Basic Materials,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,"COMPOSITE, IDXBASIC, ISSI, MBX",7.72,2.21,28.68,11.75,1.44,1944191202800,1783626000000,-8.98,-21.75,-16.64,,14.12,-5.51,
581,Mitra International Resources Tbk,MIRA,K211,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,"COMPOSITE, IDXTRANS, ISSI",-14.07,0.65,-4.61,-2.89,0.60,95074848936,46156733353,-3.13,-52.31,210.00,244.44,-14.64,19.23,210.00
582,Mitra Investindo Tbk,MITI,A111,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Production & Refinery,"COMPOSITE, DBX, IDXTRANS, ISSI",158.58,2.26,1.43,1.27,0.13,997640076398,120000720286,-12.82,-24.44,47.03,62.87,5.24,1.49,78.95
583,PT Multikarya Asia Pasifik Raya Tbk,MKAP,A132,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports","Oil, Gas & Coal Equipment & Services","COMPOSITE, DBX, IDXENERGY, IDXSMC-COM, ISSI",20.80,3.51,16.86,10.55,0.60,1105000000000,267320430169,0.59,-2.86,36.00,36.00,19.87,0.59,42.86
584,Mitra Komunikasi Nusantara Tbk,MKNT,E711,Consumer Cyclicals,Retailing,Consumer Distributors,Consumer Distributors,"COMPOSITE, IDXCYCLIC",,-0.12,,-5.09,-9.96,5500000000,1243083618873,0.00,0.00,0.00,0.00,-1.70,0.00,0.00
585,Metropolitan Kentjana Tbk,MKPI,H111,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,"COMPOSITE, DBX, IDXPROPERT, IDXSMC-COM, ISSI",21.38,3.09,14.46,11.86,0.22,22922589950000,1846082358390,-0.10,-3.49,2.54,-3.01,58.08,-0.21,-2.91
586,PT Menthobi Karyatama Raya Tbk,MKTR,D232,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,"COMPOSITE, IDXNONCYC, IDXSMC-COM, ISSI, MBX",25.36,2.77,10.94,4.62,1.37,1797003859016,879113613000,13.79,25.00,50.00,36.36,8.06,12.24,38.66
587,Multi Bintang Indonesia Tbk,MLBI,D211,Consumer Non-Cyclicals,Food & Beverage,Beverages,Liquors,"COMPOSITE, IDXNONCYC, IDXSMC-COM, MBX",10.84,9.20,84.94,33.36,1.55,11957225000000,2368511000000,-2.16,-2.16,-2.16,-7.72,46.59,0.00,-6.97
588,Mulia Industrindo Tbk,MLIA,C121,Industrials,Industrial Goods,Building Products & Fixtures,Building Products & Fixtures,"COMPOSITE, IDXINDUST, IDXSMC-COM, ISSI, MBX",32.47,0.42,1.28,0.93,0.38,2222640000000,3070061168000,-0.59,-4.55,19.15,3.07,2.23,0.00,8.39
589,Multipolar Tbk,MLPL,C311,Industrials,Multi-sector Holdings,Multi-sector Holdings,Multi-sector Holdings,"COMPOSITE, IDXNONCYC, IDXSMC-COM, ISSI, MBX",-19.84,0.28,-1.42,-0.73,0.95,2399395570011,8526261000000,16.67,21.74,58.49,36.59,-1.42,11.26,58.49
590,Multipolar Technology Tbk,MLPT,I121,Technology,Software & IT Services,IT Services & Consulting,IT Services & Consulting,"COMPOSITE, DBX, IDXTECHNO, ISSI",447.13,185.24,41.43,9.03,3.59,141000000000000,2720274000000,-10.49,-3.18,98.86,246.96,11.59,-4.14,261.29
591,PT Multi Medika Internasional Tbk,MMIX,F112,Healthcare,Healthcare Equipment & Providers,Healthcare Equipment & Supplies,Healthcare Supplies & Distributions,"COMPOSITE, DBX, IDXHEALTH, ISSI",48.68,5.84,11.99,5.49,1.18,1065694434360,137996228885,-4.07,-39.18,21.65,184.34,15.86,6.31,100.00
592,Mega Manunggal Property Tbk,MMLP,H111,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,"COMPOSITE, IDXPROPERT, IDXSMC-COM, ISSI, MBX",16.05,0.83,5.15,3.76,0.37,3926806726560,175134193000,0.88,6.54,9.62,18.75,139.69,0.00,15.38
593,Media Nusantara Citra Tbk,MNCN,E612,Consumer Cyclicals,Media & Entertainment,Media,Broadcasting,"COMPOSITE, IDXCYCLIC, IDXQ30, IDXSMC-COM, IDXSMC-LIQ, IDXV30, ISSI, JII70, KOMPAS100, MBX, MNC36",4.27,0.17,3.88,3.60,0.08,3882845229180,5908793000000,-5.07,1.55,0.00,-13.82,15.38,3.15,-9.66
594,Madusari Murni Indah Tbk,MOLI,B111,Basic Materials,Basic Materials,Chemicals,Basic Chemicals,"COMPOSITE, DBX, IDXBASIC",35.94,0.62,1.73,1.32,0.31,855347486434,698318179000,-14.92,37.50,54.00,36.28,3.41,0.00,45.28
595,PT Mora Telematika Indonesia Tbk,MORA,J311,Infrastructures,Telecommunication,Telecommunication Service,Wired Telecommunication Service,"COMPOSITE, IDXINFRA, IDXSMC-COM, ISSI, MBX",515.21,18.77,3.64,1.93,0.89,143653512297825,2808028667192,135.47,2666.20,2421.10,3147.28,9.93,79.03,2679.07
596,PT Mitra Pedagang Indonesia Tbk.,MPIX,I111,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services,"COMPOSITE, DBX, IDXTECHNO, ISSI",10.46,0.71,6.80,6.01,0.13,107817008943,1375231266229,-1.43,-2.82,0.00,13.11,0.75,1.47,23.21
597,PT Mitra Pinasthika Mustika Tbk.,MPMX,E745,Consumer Cyclicals,Retailing,Specialty Retail,Automotive Retail,"COMPOSITE, ESGQKEHATI, ESGSKEHATI, IDXCYCLIC, IDXSMC-COM, ISSI, MBX",7.68,0.69,8.99,6.06,0.48,4211484744960,11472863000000,-1.04,0.53,-0.52,-4.50,4.78,-0.52,-3.05
598,Megapower Makmur Tbk,MPOW,J411,Infrastructures,Utilities,Electric Utilities,Electric Utilities,"COMPOSITE, DBX, IDXINFRA, ISSI",-11.56,0.84,-7.30,-5.44,0.34,95588655201,25084762000,8.55,10.43,-9.29,54.88,-32.96,6.72,42.70
599,Matahari Putra Prima Tbk,MPPA,D113,Consumer Non-Cyclicals,Food & Staples Retailing,Food & Staples Retailing,Supermarkets & Convenience Store,"COMPOSITE, DBX, IDXNONCYC, ISSI",-6.84,13.40,-195.83,-3.69,52.03,803931685208,5473911000000,-1.59,-13.89,24.00,-10.14,-2.15,0.00,-11.43
600,Maha Properti Indonesia Tbk,MPRO,H111,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,"COMPOSITE, DBX, IDXPROPERT, IDXSMC-COM, ISSI",-1723.81,95.87,-5.56,-3.95,0.41,114338750000000,2515033000,18.99,161.11,478.82,481.68,-2637.31,0.00,494.94
601,PT MPX Logistics International Tbk,MPXL,K211,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,"COMPOSITE, DBX, IDXTRANS",-86.92,5.11,-5.88,-2.45,1.40,468003413358,91422223825,-5.13,57.45,60.87,94.74,-5.89,0.91,103.67
602,Mustika Ratu Tbk,MRAT,D421,Consumer Non-Cyclicals,Nondurable Household Products,Personal Care Products,Personal Care Products,"COMPOSITE, DBX, IDXNONCYC, ISSI",-34.79,0.27,-0.78,-0.56,0.39,171200000000,259157465463,41.89,143.06,79.79,69.35,-1.90,23.24,61.04
603,Maskapai Reasuransi Indonesia Tbk,MREI,G414,Financials,Insurance,Insurance,Reasurance,"COMPOSITE, IDXFINANCE, MBX",5.62,0.32,5.63,1.69,2.32,517791681000,2931610063745,-5.58,-4.12,28.28,-3.13,3.14,-7.92,1.09
604,PT Multisarana Intan Eduka Tbk,MSIE,H111,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,ABX,-73.29,0.60,-0.82,-0.74,0.11,67160356684,5083331385,-4.08,-17.54,46.88,193.75,-18.03,-2.08,261.54
605,PT MNC Studios International Tbk.,MSIN,E621,Consumer Cyclicals,Media & Entertainment,Entertainment & Movie Production,Entertainment & Movie Production,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, ISSI, MBX, MNC36",55.59,3.44,6.19,5.40,0.15,25241290133280,2895607000000,-18.00,-30.51,-19.61,-56.61,15.68,-1.44,-51.19
606,PT Multi Spunindo Jaya Tbk.,MSJA,D421,Consumer Non-Cyclicals,Nondurable Household Products,Personal Care Products,Personal Care Products,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM, ISSI",23.31,1.41,6.05,4.72,0.28,1976470574400,792151392708,32.19,27.81,22.93,12.87,10.70,3.21,9.04
607,MNC Sky Vision Tbk,MSKY,E613,Consumer Cyclicals,Media & Entertainment,Media,Cable & Satellite,"COMPOSITE, DBX, IDXCYCLIC, ISSI",-1.21,0.10,-8.13,-5.69,0.43,161544008880,302104000000,-2.35,-12.63,48.21,10.67,-44.06,5.06,22.06
608,PT Mastersystem Infotama Tbk.,MSTI,I211,Technology,Technology Hardware & Equipment,Networking Equipment,Networking Equipment,"COMPOSITE, ESGSKEHATI, IDXSMC-COM, IDXTECHNO, ISSI, MBX",8.49,2.13,25.10,17.74,0.41,4489365166000,3263770163698,-2.09,-8.77,1.08,-10.79,16.20,-1.75,-8.77
